Date,Overall Rating,Textual Review,matched_conditions,similarity_scores
5/26/2021,3.7,"I’ve been on this for the better part of 3 years now! It’s not perfect, I take a really low dose (1 mg) because any higher gives me brain fog and side effects (low libido, go to bed too early), so I have to use adjuncts to maintain euthemic mood when breakthrough symptoms occur. I use matcha mostly because of its high L-Theanine and other teas for more caffeine if needed. I also take Dexedrine which helps adjust my sleep schedule to be later (otherwise I wake up before 6 AM and sleep at like 8 P... M, I’m 24.... lol) and treats my ADHD and some of the breakthrough depression. I have ADHD, Bipolar 2 (was experiencing more manic symptoms when I started this), pretty bad daytime sleepiness, OCD. I’ve been on different dosages and you may need to start higher but if you feel fog or flat affect, adjust lower if you can. Maybe add adjuncts like me. If your doctor says “your emotions seem fine” but you disagree, be pushy. Some docs don’t listen and you know your needs! It’s important to be in therapy and practice self-care things like meditation. If needed, start with a higher dose to stabilize, get therapy and experiment with adjuncts like tea, and practice meditation, and then talk to doc about titrating down if necessary. This will ensure you are taking the lowest dose possible and therefore dealing with fewer side effects. But you need to be stable enough to get those habits down before titrating down on the Abilify. It really gives me bad brain fog any higher than 2 mg so this was necessary to me. My thoughts seemed to ‘evaporate’ when on too high of a dose! That was hard with existing ADHD brain fog and mental sluggishness already... my doc may start me on 75 mg lithium soon but now that I have my nice matcha (invest in the ceremonial quality if in the US, and the tea whisk and holder, for the best quality. it’s necessary, I justify it because it’s an important adjunct treatment for me!!) I’m honestly not even sure the lithium is necessary. I was dealing with a lot of those dull hollow chest aches before I started the regular matcha which is the beginning of depression for me, and now I don’t have em because of the L-Theanine in there. Side note, Google L-Theanine and schizophrenia if you have any psychotic symptoms because there’s studies done on how that helps as an adjunct. That’s why I tried it in the first place! So stabilizing for low grade/ breakthrough symptoms. Not enough tho- when I went off the Abilify the symptoms were too strong for matcha alone!!! Don’t go off your meds pls!! Also worth noting that it can help with my energy at very low doses..... with can help with my ADHD. But again, too high and there’s brain fog. It’s a balancing act for sure.   Overall, Abilify DOES work and is seemingly necessary for me. The generic is cheap with my insurance and it does keep me stable. I keep my dose low by using other meds/ “natural” adjuncts. Has taken me a while to find out the best combo for me but it’s worth it. Helps with all my disorders (OCD, sleep issues, ADHD, bipolar) in different ways. Worth a try.... and be patient if you can because theres quite an adjustment period. A lot can change per dosage too. 0.5 mg for me can make a difference in the effects.   Read More Read Less  2Report this post",['ADHD'],[0.19543296362715512]
5/20/2021,3.7,I have been on Abilify 20mg for over 10 years. It has helped my brain. But I was advised to stay on it during pregnancy  My baby was born with Cleft lip and palate.  I have gained 60 kgs and am now obese. I do not recommend taking it for long term. I did research this evening and am really concerned that my life will probably end in my 60's. I have had other health issues while on it. And desperately trying to find something else. 2Report this post,[],[]
5/20/2021,3.7,I have been on Abilify 20mg for over 10 years. It has helped my brain. But I was advised to stay on it during pregnancy  My baby was born with Cleft lip and palate.  I have gained 60 kgs and am now obese. I do not recommend taking it for long term. I did research this evening and am really concerned that my life will probably end in my 60's. I have had other health issues while on it. And desperately trying to find something else. 2Report this post,[],[]
4/29/2021,4.0,This medication worked well for me2Report this post,"['Medication Adherence', 'Medication Non Adherence']","[0.14955861988279112, 0.11678946641342568]"
4/29/2021,4.0,This medication worked well for me2Report this post,"['Medication Adherence', 'Medication Non Adherence']","[0.14955861988279112, 0.11678946641342568]"
4/16/2021,3.0,I’m just starting this in place of Prozac I was on for years. I also take cymbalta n I’ll continue with this new medicine. I’m a bit nervous so reviews are helpful. I hope this will work for my depression n suicidal thoughts ????11Report this post,"['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.12767967033566358, 0.12767967033566358, 0.12767967033566358]"
4/16/2021,3.0,I’m just starting this in place of Prozac I was on for years. I also take cymbalta n I’ll continue with this new medicine. I’m a bit nervous so reviews are helpful. I hope this will work for my depression n suicidal thoughts ????11Report this post,"['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.12767967033566358, 0.12767967033566358, 0.12767967033566358]"
4/6/2021,5.0,"I started taking Abilify 2mg by itself. I had really rough side effects the first week including: nausea, heart burn, belching, and really high fever. Although the side effects were bothersome after a week they went away, I took pepto for the nausea and heartburn and took Tylenol for the fevers because I was really hopeful Abilify would work for me. If you get these side effects don’t stop taking Abilify because it could be so worth it. It is also important to keep increasing the doses at least ... every week because Abilify does stop working which happened to me. I’m now taking 5mg and I feel loads better than taking the 2mg. I am able to wake up in the morning feeling motivated and ready to take on the day. I’m not so agitated or get upset easily anymore. I am able to be happy without it being forced like putting on a mask everyday. I’m really happy I gave Abilify a chance it’s working really well for me.   Read More Read Less  2Report this post",[],[]
4/6/2021,5.0,"I started taking Abilify 2mg by itself. I had really rough side effects the first week including: nausea, heart burn, belching, and really high fever. Although the side effects were bothersome after a week they went away, I took pepto for the nausea and heartburn and took Tylenol for the fevers because I was really hopeful Abilify would work for me. If you get these side effects don’t stop taking Abilify because it could be so worth it. It is also important to keep increasing the doses at least ... every week because Abilify does stop working which happened to me. I’m now taking 5mg and I feel loads better than taking the 2mg. I am able to wake up in the morning feeling motivated and ready to take on the day. I’m not so agitated or get upset easily anymore. I am able to be happy without it being forced like putting on a mask everyday. I’m really happy I gave Abilify a chance it’s working really well for me.   Read More Read Less  2Report this post",[],[]
4/6/2021,1.7,"I had horrible akathisia and wanted to crawl out of my own skin. I became extremely agitated and extremely panicky for no reason, shifting between crying and wanting to yell at everyone. I eventually ended up in the hospital where they took me off it and I was fine again in a couple of days with new medications. Thinking back, while I was very depressed and anxious before starting Abilify, this definitely made it 10 times worse within a few days and led to a very traumatic experience for me. Tho... ugh I have not experienced anything as severe in the year and a half since, I now live with a constant fear that it will happen again.  Read More Read Less  3Report this post",[],[]
4/6/2021,1.7,"I had horrible akathisia and wanted to crawl out of my own skin. I became extremely agitated and extremely panicky for no reason, shifting between crying and wanting to yell at everyone. I eventually ended up in the hospital where they took me off it and I was fine again in a couple of days with new medications. Thinking back, while I was very depressed and anxious before starting Abilify, this definitely made it 10 times worse within a few days and led to a very traumatic experience for me. Tho... ugh I have not experienced anything as severe in the year and a half since, I now live with a constant fear that it will happen again.  Read More Read Less  3Report this post",[],[]
3/27/2021,4.3,"Abilify was added to already existing bipolar meds (citalopram, carbamazepine) and it has been a miracle for me. It brought me out of the fog of depression I was under. 2Report this post","['Bipolar Depression', 'Bipolar I', 'Depression']","[0.25138143610572344, 0.2047710889642035, 0.14581298825204203]"
3/27/2021,4.3,"Abilify was added to already existing bipolar meds (citalopram, carbamazepine) and it has been a miracle for me. It brought me out of the fog of depression I was under. 2Report this post","['Bipolar Depression', 'Bipolar I', 'Depression']","[0.25138143610572344, 0.2047710889642035, 0.14581298825204203]"
3/8/2021,5.0,has controlled my depression quite well along with other meds. cleared my thinking. gave me lots of energy without feeling manic. 3Report this post,"['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.13637695040181136, 0.13637695040181136, 0.13637695040181136]"
3/8/2021,5.0,has controlled my depression quite well along with other meds. cleared my thinking. gave me lots of energy without feeling manic. 3Report this post,"['Depression', 'Postpartum Depression', 'Geriatric Depression']","[0.13637695040181136, 0.13637695040181136, 0.13637695040181136]"
